Type of Food,Food Prepared,Event Type,Food Consumed,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount
Meat,900,Wedding,720,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,180
Meat,780,Corporate,607,Refrigerated,Regular,Winter,Finger Food,Suburban,High,173
Meat,997,Birthday,891,Room Temperature,Regular,Winter,Finger Food,Urban,High,106
Meat,893,Corporate,667,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Low,226
Dairy Products,850,Corporate,680,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,170
Baked Goods,850,Corporate,680,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,170
Dairy Products,850,Corporate,680,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,170
Baked Goods,1000,Social Gathering,800,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Dairy Products,900,Birthday,720,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Dairy Products,850,Social Gathering,680,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,170
Baked Goods,997,Social Gathering,891,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,106
Dairy Products,993,Corporate,838,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,155
Dairy Products,950,Corporate,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,200
Baked Goods,982,Social Gathering,842,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,140
Meat,970,Corporate,670,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,300
Meat,943,Social Gathering,684,Refrigerated,Occasional,Winter,Buffet,Rural,Low,259
Meat,900,Wedding,650,Refrigerated,Occasional,Winter,Sit-down Dinner,Urban,Low,250
Meat,900,Corporate,720,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,180
Meat,800,Wedding,620,Refrigerated,Occasional,Winter,Finger Food,Rural,Moderate,180
Meat,920,Social Gathering,767,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,153
Meat,995,Birthday,834,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,161
Meat,850,Corporate,680,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,170
Meat,950,Birthday,640,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Low,310
Fruits,980,Birthday,780,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,200
Dairy Products,900,Birthday,720,Room Temperature,Regular,Summer,Buffet,Rural,High,180
Fruits,980,Social Gathering,650,Refrigerated,Regular,Winter,Finger Food,Urban,Low,330
Fruits,871,Corporate,702,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,169
Fruits,900,Wedding,700,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,200
Vegetables,893,Corporate,667,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,226
Fruits,900,Corporate,720,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,180
Baked Goods,998,Corporate,888,Room Temperature,Regular,Winter,Finger Food,Urban,High,110
Meat,950,Corporate,750,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Fruits,900,Social Gathering,700,Refrigerated,Regular,All Seasons,Buffet,Suburban,High,200
Vegetables,900,Birthday,700,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,200
Dairy Products,989,Birthday,872,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,117
Fruits,980,Corporate,780,Refrigerated,Occasional,All Seasons,Buffet,Suburban,Moderate,200
Vegetables,996,Wedding,829,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Low,167
Baked Goods,800,Birthday,620,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Low,180
Meat,800,Social Gathering,620,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,180
Fruits,950,Corporate,750,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,200
Dairy Products,850,Corporate,650,Room Temperature,Regular,Winter,Finger Food,Urban,High,200
Fruits,1000,Wedding,630,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,370
Dairy Products,900,Social Gathering,720,Room Temperature,Regular,Summer,Buffet,Rural,High,180
Meat,900,Corporate,720,Refrigerated,Regular,Winter,Buffet,Urban,High,180
Meat,950,Wedding,710,Refrigerated,Occasional,Summer,Buffet,Urban,Low,240
Fruits,997,Birthday,891,Refrigerated,Regular,Winter,Finger Food,Rural,High,106
Meat,997,Birthday,891,Refrigerated,Regular,Summer,Finger Food,Suburban,High,106
Meat,850,Birthday,680,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,170
Meat,970,Corporate,692,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,High,278
Vegetables,900,Wedding,700,Refrigerated,Occasional,Summer,Buffet,Suburban,High,200
Baked Goods,900,Birthday,720,Room Temperature,Regular,Winter,Buffet,Rural,High,180
Fruits,850,Corporate,710,Room Temperature,Regular,Summer,Finger Food,Urban,High,140
Vegetables,850,Social Gathering,680,Refrigerated,Regular,Summer,Buffet,Urban,Low,170
Meat,900,Social Gathering,720,Refrigerated,Regular,All Seasons,Buffet,Rural,High,180
Meat,900,Corporate,700,Refrigerated,Occasional,Summer,Finger Food,Rural,Moderate,200
Vegetables,1000,Wedding,780,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,220
Fruits,980,Birthday,780,Refrigerated,Regular,All Seasons,Buffet,Suburban,Moderate,200
Fruits,1000,Wedding,800,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,200
Fruits,950,Wedding,750,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,200
Meat,900,Birthday,720,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,180
Meat,950,Wedding,750,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Fruits,996,Wedding,829,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,167
Vegetables,950,Corporate,750,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,200
Fruits,997,Birthday,891,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,106
Meat,950,Birthday,750,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,200
Meat,997,Social Gathering,891,Room Temperature,Regular,Winter,Finger Food,Urban,High,106
Baked Goods,850,Corporate,710,Room Temperature,Regular,Summer,Finger Food,Urban,High,140
Baked Goods,943,Social Gathering,684,Room Temperature,Regular,Winter,Buffet,Rural,Low,259
Fruits,800,Wedding,620,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,180
Fruits,850,Wedding,650,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,200
Baked Goods,1000,Wedding,800,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,200
